Time,Execution Time
Thu Nov 26 16:45:09 2020,0.9316470623016357
Thu Nov 26 16:45:11 2020,1.2326278686523438
Thu Nov 26 16:45:13 2020,0.8822710514068604
Thu Nov 26 16:45:15 2020,0.9879112243652344
Thu Nov 26 16:45:17 2020,0.8855719566345215
Thu Nov 26 16:45:19 2020,1.0841240882873535
Thu Nov 26 16:45:21 2020,0.9588017463684082
Thu Nov 26 16:45:23 2020,0.9755880832672119
Thu Nov 26 16:45:25 2020,0.9228129386901855
Thu Nov 26 16:45:27 2020,1.1230311393737793
Thu Nov 26 16:45:29 2020,1.0196630954742432
Thu Nov 26 16:45:33 2020,2.259232997894287
Thu Nov 26 16:45:35 2020,1.2165288925170898
Thu Nov 26 16:45:37 2020,1.0024151802062988
Thu Nov 26 16:45:39 2020,1.0078089237213135
Thu Nov 26 16:45:41 2020,1.0206358432769775
Thu Nov 26 16:45:43 2020,1.024827003479004
Thu Nov 26 16:45:45 2020,1.0316228866577148
Thu Nov 26 16:45:47 2020,1.0231890678405762
Thu Nov 26 16:45:49 2020,1.0282752513885498
Thu Nov 26 16:45:51 2020,0.9331719875335693
Thu Nov 26 16:45:53 2020,1.0388200283050537
Thu Nov 26 16:45:55 2020,1.014798641204834
Thu Nov 26 16:45:57 2020,0.9663779735565186
Thu Nov 26 16:45:59 2020,1.0968420505523682
Thu Nov 26 16:46:02 2020,1.0253572463989258
Thu Nov 26 16:46:03 2020,0.9359359741210938
Thu Nov 26 16:46:05 2020,0.9975202083587646
Thu Nov 26 16:46:08 2020,1.060654878616333
Thu Nov 26 16:46:10 2020,1.0240159034729004
Thu Nov 26 16:46:12 2020,0.9385159015655518
Thu Nov 26 16:46:14 2020,0.9242680072784424
Thu Nov 26 16:46:16 2020,1.0228731632232666
Thu Nov 26 16:46:18 2020,1.013719081878662
Thu Nov 26 16:46:20 2020,1.0251357555389404
Thu Nov 26 16:46:22 2020,1.0327961444854736
Thu Nov 26 16:46:24 2020,0.934053897857666
Thu Nov 26 16:46:26 2020,0.9216070175170898
Thu Nov 26 16:46:28 2020,0.9195408821105957
Thu Nov 26 16:46:30 2020,1.0251901149749756
Thu Nov 26 16:46:32 2020,1.0151710510253906
Thu Nov 26 16:46:34 2020,0.9621877670288086
Thu Nov 26 16:46:36 2020,0.9708609580993652
Thu Nov 26 16:46:38 2020,0.901630163192749
Thu Nov 26 16:46:40 2020,1.099794864654541
Thu Nov 26 16:46:42 2020,1.0077691078186035
